,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
36,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cynthiameeheh,703,TRUE,FALSE,NA,NA
37,Apple given $185.00 PT by Independent Research GmbH. buy rating. https://t.co/tT7gG2KgRm $AAPL #AAPL,FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",RatingsNetwork,0,FALSE,FALSE,NA,NA
38,"Trading desks at big funds ""Keep selling $AAPL to unsuspecting retail"".  Who knows how it ends but I can envisage ugly candle.  Remains to Ì†ΩÌ±Ä",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GrantMBeasley,0,FALSE,FALSE,NA,NA
39,"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aaronl23,1253,TRUE,FALSE,NA,NA
40,Apple given $175.00 PT by Sanford C. Bernstein. buy rating. https://t.co/DmhLIzN0jt $AAPL #AAPL,FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",RatingsNetwork,0,FALSE,FALSE,NA,NA
41,"@CounterPointTR @HuaweiMobile @xiaomi @james_a3 @Tarunpathak @SamsungMobile Couple of posts on $AAPL :

1/   Q2 201‚Ä¶ https://t.co/fErKQQJX5B",FALSE,0,neiltwitz,8/2/2017 14:23,TRUE,8.92752E+17,8.92753E+17,31425124,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",neiltwitz,0,FALSE,FALSE,NA,NA
42,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",farmerfar55,703,TRUE,FALSE,NA,NA
43,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",messeBraunsteni,703,TRUE,FALSE,NA,NA
44,Technicals by S&amp;P 500 stocks to 10:00: Mixed. Breakouts: $BBY $CB $ILMN $AME $AAPL $PALL. Breakdowns: $AN $PXD $AIZ $ABC $CAH $DVA $GGP,FALSE,1,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",EquityClock,0,FALSE,FALSE,NA,NA
45,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Ash__sMakr,703,TRUE,FALSE,NA,NA
46,"so, $AAPL closed on january 27, 2014 @ $72. today? trading at $157 but, you know, Ì†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏èÌ†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏èÌ†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏èÌ†æÌ¥∑Ì†ºÌøæ‚Äç‚ôÇÔ∏è https://t.co/6J8RQNNcwO",FALSE,1,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RoyceMcAllister,0,FALSE,FALSE,NA,NA
47,"$GRMN $FIT $AAPL:

Garmin Tops Wall Street Estimates, Fueled by Outdoor Gadget Sales:

https://t.co/flJbxiK3YS",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>",StockNewsWires,0,FALSE,FALSE,NA,NA
48,"$TWX $T $AAPL:

AT&amp;T: Wireless Executive Glenn Lurie to Retire Next Month:

https://t.co/UGfNjeAaz3",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>",ProTradersNews,0,FALSE,FALSE,NA,NA
49,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheJackGylele,708,TRUE,FALSE,NA,NA
50,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:23,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sam_montznea,708,TRUE,FALSE,NA,NA
51,"$AAPL puts, can we get to the breakout # of $155 ish? https://t.co/YiBGDXxgWC",FALSE,1,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MalibuInvest,0,FALSE,FALSE,NA,NA
52,"$NQ $NDX at trendline
$AAPL #FAANG https://t.co/WMMJRDtl24",FALSE,1,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Quagmires,0,FALSE,FALSE,NA,NA
53,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BroadwayToyoba,708,TRUE,FALSE,NA,NA
54,RT @theflynews: On The Fly: Pre-market Movers $AAPL $ILMN $HBI $FEYE $HUM $FMC $AN $SODA $GRPN $HLF https://t.co/PumPNV7K2q,FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",hick94859264,1,TRUE,FALSE,NA,NA
55,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DixieChoppPrDe,708,TRUE,FALSE,NA,NA
56,RT @ShannanSiemens: Now @SquawkStreet @jimcramer: Tim Cook is a big binge watcher. He gets it. $AAPL https://t.co/5XraxOL8zy,FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KLRTRDR,4,TRUE,FALSE,NA,NA
57,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",uJlioCalderon1,708,TRUE,FALSE,NA,NA
58,keep taking profits on $AAPL short. https://t.co/nZm7FBo93F,FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Zen_n_Sys,0,FALSE,FALSE,NA,NA
59,$AAPL right back to previous ATH in upper 156's wow,FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92753E+17,NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",Trading4_Living,0,FALSE,FALSE,NA,NA
60,"With $AAPL behind us, focus turns to TSLA, with hopes of more insight into the company‚Äôs delivery schedule.‚Ä¶ https://t.co/AjCGSNzLt0",FALSE,2,NA,8/2/2017 14:22,TRUE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TDAJJKinahan,2,FALSE,FALSE,NA,NA
61,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoozOneTJ,708,TRUE,FALSE,NA,NA
62,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nyec_md,708,TRUE,FALSE,NA,NA
63,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Hyperrealiy3t03,708,TRUE,FALSE,NA,NA
64,"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NasirBalarabe,1254,TRUE,FALSE,NA,NA
65,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",eDsignCuisine,708,TRUE,FALSE,NA,NA
66,"RT @williamlegate: Apple / $AAPL is currently sitting on $261.5 billion in CASH.
The United States Federal Reserve has ""just"" $189 billion.",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fawa22,67,TRUE,FALSE,NA,NA
67,"$AAPL Apple takes Dow over 22,000 points; other stocks are mixed https://t.co/4LakNvajkF",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://finzine.com"" rel=""nofollow"">Finzine</a>",finzine,0,FALSE,FALSE,NA,NA
68,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:22,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HermanMunster58,708,TRUE,FALSE,NA,NA
69,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoydEmmlnaeu,708,TRUE,FALSE,NA,NA
70,"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy all:

NFL teams Ì†ºÌøà
NBA teams Ì†ºÌøÄ
MLB teams ‚öæÔ∏è
NHL teams Ì†ºÌøí

and still have $75B‚Ä¶",FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lappalaispete,323,TRUE,FALSE,NA,NA
71,"RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jide6carlos,1254,TRUE,FALSE,NA,NA
72,$AAPL You could be right but it will not happen fast unless Trump attacks S K then i agree https://t.co/AKtVcZsHqG,FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",StevePTrading,0,FALSE,FALSE,NA,NA
73,"RT @vindugoel: Analyst asks @tim_cook about the 3 factories. He ducks, talks about 2 million U.S. jobs Apple created, including developers,‚Ä¶",FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TechNewsDC,2,TRUE,FALSE,NA,NA
74,"RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",catsbecye,708,TRUE,FALSE,NA,NA
75,Power of the #BlueTextBoxes - #iPhone $AAPL #iMessage https://t.co/v89lLgJBNm,FALSE,0,NA,8/2/2017 14:21,FALSE,NA,8.92752E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mjuan91,0,FALSE,FALSE,NA,NA
